"ProlificID","condition","duration.seconds","Consent","Catch","RMTE_P","RMTE1","RMTE2","RMTE3","RMTE4","RMTE5","RMTE6","RMTE7","RMTE8","RMTE9","RMTE10","RMTE11","RMTE12","RMTE13","RMTE14","RMTE15","RMTE16","RMTE17","RMTE18","RMTE19","RMTE20","RMTE21","RMTE22","RMTE23","RMTE24","RMTE25","RMTE26","RMTE27","RMTE28","RMTE29","RMTE30","RMTE31","RMTE32","RMTE33","RMTE34","RMTE35","RMTE36","confidence_level","sex_arousal","happy","sadness","bored","attentionCheck_blank","attentionCheck_yes","Age","Gender","sexual_orientation","sexual_orientation_3_TEXT","health_symptoms","Comments","rand_order","firstClip","emotions_DO","duration.minutes","duration_z","RMTE_P_correct","RMTE1_crct","RMTE2_crct","RMTE3_crct","RMTE4_crct","RMTE5_crct","RMTE6_crct","RMTE7_crct","RMTE8_crct","RMTE9_crct","RMTE10_crct","RMTE11_crct","RMTE12_crct","RMTE13_crct","RMTE14_crct","RMTE15_crct","RMTE16_crct","RMTE17_crct","RMTE18_crct","RMTE19_crct","RMTE20_crct","RMTE21_crct","RMTE22_crct","RMTE23_crct","RMTE24_crct","RMTE25_crct","RMTE26_crct","RMTE27_crct","RMTE28_crct","RMTE29_crct","RMTE30_crct","RMTE31_crct","RMTE32_crct","RMTE33_crct","RMTE34_crct","RMTE35_crct","RMTE36_crct","RMET_mean_all","RMTE_P_gender","RMTE1_gender","RMTE2_gender","RMTE3_gender","RMTE4_gender","RMTE5_gender","RMTE6_gender","RMTE7_gender","RMTE8_gender","RMTE9_gender","RMTE10_gender","RMTE11_gender","RMTE12_gender","RMTE13_gender","RMTE14_gender","RMTE15_gender","RMTE16_gender","RMTE17_gender","RMTE18_gender","RMTE19_gender","RMTE20_gender","RMTE21_gender","RMTE22_gender","RMTE23_gender","RMTE24_gender","RMTE25_gender","RMTE26_gender","RMTE27_gender","RMTE28_gender","RMTE29_gender","RMTE30_gender","RMTE31_gender","RMTE32_gender","RMTE33_gender","RMTE34_gender","RMTE35_gender","RMTE36_gender","TV","sex_arousal_c","sex_arousal_Z"
"5fb2b3c273a93590c6d1fe54","Disclaimer-notsexual",516,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","bored","amused","dispirited","anticipating","accusing","encouraging","thoughtful","affectionate","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","reassuring","joking","reflective","flirtatious","confident","alarmed","concerned","baffled","contemplative","indecisive",3,1,3,3,7,"","yes",34,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","bored|sadness|sex_arousal|happy",8.6,-1.0219209070804,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0.694444444444444,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"61bb385040db417c1a138c1f","Disclaimer-notsexual",559,"Yes","20","panicked","playful","upset","desire","insisting","worried","impatient","uneasy","despondent","hostile","bored","regretful","dispirited","anticipating","accusing","contemplative","thoughtful","doubtful","bored","grateful","friendly","fantasizing","preoccupied","apologetic","pensive","incredulous","hostile","cautious","joking","irritated","flirtatious","confident","serious","guilty","aghast","nervous","suspicious",6,1,6,3,6,"","yes",34,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|sex_arousal|happy|bored",9.31666666666667,-0.87802139938393,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0.666666666666667,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"608d8e5a23217f3f78975235","Disclaimer-notsexual",391,"Yes","20","hateful","playful","annoyed","desire","insisting","worried","fantasizing","friendly","despondent","annoyed","cautious","amused","sceptical","anticipating","accusing","amused","thoughtful","playful","decisive","tentative","friendly","fantasizing","preoccupied","curious","iIrritated","interested","hostile","reassuring","contented","impatient","flirtatious","confident","serious","fantasizing","baffled","contemplative","suspicious",5,1,4,2,2,"","yes",21,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|happy|sex_arousal|sadness",6.51666666666667,-1.44023342945387,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0.611111111111111,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"6160c8f657e3c4094b01614a","Disclaimer-notsexual",562,"Yes","20","panicked","playful","upset","desire","insisting","sarcastic","fantasizing","uneasy","despondent","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","affectionate","decisive","tentative","friendly","fantasizing","preoccupied","curious","pensive","interested","anxious","cautious","interested","reflective","flirtatious","confident","serious","concerned","distrustful","insisting","suspicious",5,1,4,2,3,"","yes",34,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sadness|bored|happy|sex_arousal",9.36666666666667,-0.867981898846966,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0.833333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"59f8656dda08940001d4eb12","Disclaimer-notsexual",522,"Yes","20","panicked","playful","annoyed","convinced","insisting","worried","fantasizing","uneasy","despondent","annoyed","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","curious","pensive","interested","hostile","cautious","interested","impatient","hostile","confident","serious","guilty","distrustful","nervous","suspicious",7,1,3,6,6,"","yes",28,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|happy|sex_arousal|sadness",8.7,-1.00184190600648,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5cc310bef457fc0013d42743","Disclaimer-notsexual",593,"Yes","20","panicked","irritated","upset","desire","insisting","worried","impatient","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","irritated","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","interested","irritated","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",4,1,5,1,1,"","yes",33,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|sex_arousal|happy|bored",9.88333333333333,-0.764240393298346,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.888888888888889,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5e8bd52e7dde400beac54842","Disclaimer-notsexual",629,"Yes","20","panicked","playful","terrified","desire","insisting","worried","fantasizing","dispirited","relieved","preoccupied","cautious","terrified","sceptical","anticipating","accusing","contemplative","thoughtful","playful","amused","grateful","friendly","fantasizing","imploring","defiant","hostile","interested","alarmed","cautious","interested","reflective","flirtatious","dispirited","serious","concerned","distrustful","nervous","suspicious",6,1,7,3,1,"","yes ",28,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sex_arousal|happy|bored|sadness",10.4833333333333,-0.643766386854787,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0.694444444444444,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5bf003ccaf38d100016bb945","Disclaimer-notsexual",692,"Yes","20","panicked","playful","terrified","convinced","insisting","worried","impatient","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","irritated","contemplative","thoughtful","affectionate","bored","tentative","friendly","fantasizing","preoccupied","defiant","hostile","incredulous","anxious","cautious","interested","reflective","flirtatious","confident","serious","concerned","baffled","nervous","suspicious",7,4,6,2,6,"","Yes",39,"Male","Heterosexual or straight","","No","Thank you for having me",", madMen, modernFamily","madmenClip","happy|bored|sadness|sex_arousal",11.5333333333333,-0.43293687557856,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0.722222222222222,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,1.48223350253807,0.824185228276038
"60a6b2ed58d0aaed52f1dcf4","Disclaimer-notsexual",702,"Yes","20","panicked","playful","upset","convinced","insisting","worried","fantasizing","uneasy","despondent","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","affectionate","decisive","tentative","friendly","fantasizing","imploring","defiant","pensive","incredulous","hostile","cautious","affectionate","reflective","flirtatious","joking","serious","concerned","distrustful","nervous","suspicious",7,2,5,1,3,"","yes",44,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|sadness|sex_arousal|happy",11.7,-0.399471873788682,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.805555555555556,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5ea194f90a53a40472bd1266","Disclaimer-notsexual",673,"Yes","20","panicked","irritated","upset","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","apologetic","pensive","interested","hostile","cautious","interested","impatient","hostile","dispirited","serious","concerned","distrustful","puzzled","indecisive",7,5,6,4,1,"","yes",20,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","happy|sadness|bored|sex_arousal",11.2166666666667,-0.496520378979327,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0.805555555555556,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,2.48223350253807,1.39148155423227
"5fb274f5557bcc848df4293a","Disclaimer-notsexual",713,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","insisting","amused","sceptical","decisive","accusing","contemplative","thoughtful","affectionate","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","contented","reflective","flirtatious","confident","serious","concerned","aghast","puzzled","suspicious",7,1,7,1,1,"","yes",41,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|sex_arousal|bored|happy",11.8833333333333,-0.362660371819817,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0.805555555555556,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5c86303fc2ceec001719a6eb","Disclaimer-notsexual",694,"Yes","20","panicked","playful","terrified","convinced","relaxed","worried","fantasizing","uneasy","despondent","preoccupied","cautious","terrified","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","imploring","defiant","pensive","incredulous","hostile","cautious","interested","reflective","flirtatious","confident","serious","guilty","baffled","nervous","suspicious",5,3,7,1,1,"","yes",26,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","happy|sex_arousal|bored|sadness",11.5666666666667,-0.426243875220584,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,0.482233502538071,0.256888902319804
"5b1477d030d562000155f0b0","Disclaimer-notsexual",748,"Yes","20","panicked","playful","upset","convinced","insisting","worried","fantasizing","apologetic","despondent","preoccupied","cautious","regretful","sceptical","decisive","irritated","contemplative","thoughtful","affectionate","decisive","grateful","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","interested","reflective","disappointed","confident","serious","concerned","distrustful","nervous","suspicious",7,1,5,1,4,"","yes",45,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sex_arousal|happy|bored|sadness",12.4666666666667,-0.245532865555246,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.805555555555556,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
