"ProlificID","Progress","condition","duration.seconds","Consent","Catch","RT_RMTE3_Page.Submit","RMTE3","RT_RMTE6_Page.Submit","RMTE6","RT_RMTE9_Page.Submit","RMTE9","RT_RMTE15_Page.Submit","RMTE15","RT_RMTE17_Page.Submit","RMTE17","RT_RMTE18_Page.Submit","RMTE18","RT_RMTE19_Page.Submit","RMTE19","RT_RMTE21_Page.Submit","RMTE21","RT_RMTE22_Page.Submit","RMTE22","RT_RMTE25_Page.Submit","RMTE25","RT_RMTE27_Page.Submit","RMTE27","RT_RMTE28_Page.Submit","RMTE28","RT_RMTE29_Page.Submit","RMTE29","RT_RMTE30_Page.Submit","RMTE30","RT_RMTE31_Page.Submit","RMTE31","RT_RMTE34_Page.Submit","RMTE34","RT_RMTE35_Page.Submit","RMTE35","confidence_level","sex_arousal_1st","happy_1st","sadness_1st","bored_1st","sex_arosal_2nd","happy_2nd","sadness_2nd","bored_2nd","attentionCheck_blank","attentionCheck_yes","Age","Gender","sexual_orientation","sexual_orientation_3_TEXT","health_symptoms","Comments","item_order","firstSection_items","secondSection_items","Sex_clip_DO","Neutral_clip_DO","emotions_first_clip_DO","emotions_second_clip_DO","duration.minutes","duration_z","RMTE3_crct","RMTE6_crct","RMTE9_crct","RMTE15_crct","RMTE17_crct","RMTE18_crct","RMTE19_crct","RMTE21_crct","RMTE22_crct","RMTE25_crct","RMTE27_crct","RMTE28_crct","RMTE29_crct","RMTE30_crct","RMTE31_crct","RMTE34_crct","RMTE35_crct","RMET_mean_all","RMTE3_trial","RMTE6_trial","RMTE9_trial","RMTE15_trial","RMTE17_trial","RMTE18_trial","RMTE19_trial","RMTE21_trial","RMTE22_trial","RMTE25_trial","RMTE27_trial","RMTE28_trial","RMTE29_trial","RMTE30_trial","RMTE31_trial","RMTE34_trial","RMTE35_trial","Sex_clip_name","Neutral_clip_name","sex_arousal_sex","sex_arousal_neutral","happy_sex","happy_neutral","sadness_sex","sadness_neutral","bored_sex","bored_neutral","sex_arousal_diff","sex_arousal_diff_sex_Z","sex_arousal_diff_neutral_Z","sex_arousal_diff_Z"
"5c9ed757d254710012621dd2","100","Neutral_clip_1st",513,"Yes","20","5.528","flustered","4.182","alarmed","5.696","preoccupied","5.39","encouraging","5.829","doubtful","8.057","decisive","6.077","grateful","5.783","fantasizing","4.062","grateful","4.3","interested","7.785","reassuring","3.724","interested","3.382","reflective","2.974","flirtatious","3.375","confident","6.256","distrustful","3.642","nervous",7,3,6,7,8,6,7,8,8,"","yes",35,"Male","Heterosexual or straight","","No","",", RMTE3, RMTE18, RMTE6, RMTE25, RMTE22, RMTE31, RMTE15, RMTE19, RMTE27, RMTE34, RMTE29, RMTE30, RMTE17, RMTE28, RMTE21, RMTE9, RMTE35","RMTE3|RMTE18|RMTE6|RMTE25|RMTE22|RMTE31|RMTE15|RMTE19|RMTE27","FL_98|FL_101|FL_100|FL_109|FL_102|FL_106|FL_111|FL_97","vidInstructionSex|BedroomOral","vidInstructionNeut|MadMen","|bored_1st|happy_1st|sex_arousal_1st|sadness_1st","|bored_2nd|happy_2nd|sadness_2nd|sex_arosal_2nd",8.55,-0.530139676439748,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0.647058823529412,1,3,16,7,13,2,8,15,5,4,9,14,11,12,6,10,17,"BedroomOral","MadMen",6,3,7,6,8,7,8,8,3,0.145716101190743,0.911501030192357,-0.400994542687315
"5cd59eea8618af0001bdab4b","100","Sex_clip_1st",894,"Yes","20","6.474","desire","7.501","fantasizing","6.373","preoccupied","12.779","contemplative","8.8","aghast","9.201","aghast","12.156","tentative","7.101","fantasizing","8.902","preoccupied","11.494","interested","7.764","cautious","6.101","interested","12.185","aghast","5.623","flirtatious","5.301","confident","8.238","aghast","8.287","nervous",8,4,7,1,1,1,9,1,1,"","yes",38,"Male","Heterosexual or straight","","No","",", RMTE15, RMTE18, RMTE9, RMTE27, RMTE29, RMTE19, RMTE25, RMTE31, RMTE34, RMTE28, RMTE17, RMTE6, RMTE35, RMTE22, RMTE3, RMTE21, RMTE30","RMTE15|RMTE18|RMTE9|RMTE27|RMTE29|RMTE19|RMTE25|RMTE31|RMTE34","FL_102|FL_109|FL_112|FL_97|FL_105|FL_95|FL_106|FL_100","vidInstructionSex|BedroomOral","vidInstructionNeut|WallE","|happy_1st|bored_1st|sex_arousal_1st|sadness_1st","|bored_2nd|sex_arosal_2nd|sadness_2nd|happy_2nd",14.9,0.741398122432702,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0.764705882352941,15,12,3,1,11,2,6,16,14,7,4,10,5,17,8,9,13,"BedroomOral","WallE",4,1,7,9,1,1,1,1,3,-0.796581353176064,-0.568257964429545,-0.400994542687315
"5cdc899d48d5f100195fafff","100","Neutral_clip_1st",610,"Yes","20","17.602","desire","11.255","fantasizing","9.91","hostile","5.802","contemplative","5.5","playful","8.591","aghast","6.724","grateful","3.428","fantasizing","5.128","preoccupied","5.984","incredulous","11.586","cautious","7.94","interested","3.252","aghast","5.429","flirtatious","3.63","confident","4.215","aghast","4.125","contemplative",7,1,5,1,6,3,5,1,1,"","yes",35,"Male","Heterosexual or straight","","No","",", RMTE17, RMTE21, RMTE19, RMTE30, RMTE6, RMTE3, RMTE35, RMTE27, RMTE9, RMTE34, RMTE22, RMTE29, RMTE28, RMTE25, RMTE31, RMTE18, RMTE15","RMTE17|RMTE21|RMTE19|RMTE30|RMTE6|RMTE3|RMTE35|RMTE27|RMTE9","FL_98|FL_105|FL_101|FL_102|FL_104|FL_99|FL_108|FL_110","vidInstructionSex|FloorSex","vidInstructionNeut|ModernFamily","|sadness_1st|bored_1st|happy_1st|sex_arousal_1st","|happy_2nd|bored_2nd|sex_arosal_2nd|sadness_2nd",10.1666666666667,-0.206414830007655,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0.529411764705882,6,5,9,17,1,16,3,2,11,14,8,13,12,4,15,10,7,"FloorSex","ModernFamily",3,1,5,5,1,1,1,6,2,-1.26773008035947,-0.568257964429545,-0.835591980013232
"5ce3af911a90fb0015fcaec7","100","Sex_clip_1st",554,"Yes","20","6.085","desire","7.755","fantasizing","5.329","hostile","10.892","contemplative","6.997","aghast","6.713","decisive","10.842","tentative","8.359","fantasizing","6.138","imploring","5.184","interested","5.312","reassuring","10.297","interested","9.852","impatient","5.583","flirtatious","6.678","confident","7.955","distrustful","6.057","nervous",5,7,5,1,1,1,5,1,7,"","yes",36,"Male","Heterosexual or straight","","No","",", RMTE3, RMTE19, RMTE21, RMTE30, RMTE15, RMTE6, RMTE29, RMTE18, RMTE34, RMTE31, RMTE17, RMTE28, RMTE9, RMTE27, RMTE22, RMTE25, RMTE35","RMTE3|RMTE19|RMTE21|RMTE30|RMTE15|RMTE6|RMTE29|RMTE18|RMTE34","FL_99|FL_109|FL_102|FL_111|FL_103|FL_105|FL_104|FL_97","vidInstructionSex|SamTaylor","vidInstructionNeut|MadMen","|happy_1st|sadness_1st|sex_arousal_1st|bored_1st","|happy_2nd|sadness_2nd|sex_arosal_2nd|bored_2nd",9.23333333333333,-0.393307524855049,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0.705882352941177,1,6,13,5,11,8,2,3,15,16,14,12,7,4,10,9,17,"SamTaylor","MadMen",7,1,5,5,1,1,1,7,6,0.616864828374147,-0.568257964429545,0.902797769290436
"5ceae0b53060280001a063a0","100","Sex_clip_1st",787,"Yes","20","7.569","desire","24.401","fantasizing","6.33","preoccupied","6.567","contemplative","5.31","doubtful","8.787","bored","23.9","sarcastic","6.597","embarrassed","4.739","preoccupied","6.066","interested","7.141","cautious","9.45","interested","50.748","reflective","6.701","flirtatious","4.902","confident","8.68","baffled","8.499","nervous",4,6,6,4,4,3,6,1,7,"","yes",32,"Male","Heterosexual or straight","","No","Good luck with your research",", RMTE9, RMTE6, RMTE27, RMTE28, RMTE17, RMTE18, RMTE21, RMTE30, RMTE29, RMTE31, RMTE35, RMTE34, RMTE22, RMTE3, RMTE19, RMTE15, RMTE25","RMTE9|RMTE6|RMTE27|RMTE28|RMTE17|RMTE18|RMTE21|RMTE30|RMTE29","FL_99|FL_97|FL_98|FL_105|FL_95|FL_107|FL_110|FL_104","vidInstructionSex|BedroomOral","vidInstructionNeut|ModernFamily","|bored_1st|happy_1st|sex_arousal_1st|sadness_1st","|sex_arosal_2nd|sadness_2nd|happy_2nd|bored_2nd",13.1166666666667,0.384299580492145,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0.764705882352941,14,2,1,16,5,6,15,7,13,17,3,4,9,8,10,12,11,"BedroomOral","ModernFamily",6,3,6,6,4,1,4,7,3,0.145716101190743,0.911501030192357,-0.400994542687315
"5ced7e9f3cad8c00179175af","100","Neutral_clip_1st",743,"Yes","20","6.616","desire","10.232","impatient","6.315","preoccupied","7.836","amused","7.331","doubtful","9.856","decisive","6.062","sarcastic","7.981","fantasizing","7.263","preoccupied","5.231","interested","6.902","cautious","6.479","interested","7.769","irritated","4.821","flirtatious","14.471","confident","12.346","distrustful","7.615","nervous",3,1,4,1,6,4,4,1,4,"","yes",36,"Male","Heterosexual or straight","","No","",", RMTE6, RMTE9, RMTE30, RMTE22, RMTE19, RMTE25, RMTE18, RMTE29, RMTE31, RMTE3, RMTE15, RMTE28, RMTE21, RMTE27, RMTE34, RMTE17, RMTE35","RMTE6|RMTE9|RMTE30|RMTE22|RMTE19|RMTE25|RMTE18|RMTE29|RMTE31","FL_95|FL_110|FL_102|FL_106|FL_103|FL_98|FL_109|FL_97","vidInstructionSex|BedroomOral","vidInstructionNeut|ModernFamily","|bored_1st|happy_1st|sadness_1st|sex_arousal_1st","|bored_2nd|sex_arosal_2nd|sadness_2nd|happy_2nd",12.3833333333333,0.237455320254907,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0.764705882352941,10,1,2,11,16,7,5,13,4,6,14,12,8,3,9,15,17,"BedroomOral","ModernFamily",4,1,4,4,1,1,4,6,3,-0.796581353176064,-0.568257964429545,-0.400994542687315
"5cff9bfa99284f00194f1990","100","Neutral_clip_1st",877,"Yes","20","13.333","flustered","21.985","alarmed","12.388","annoyed","20.35","encouraging","14.002","doubtful","17.398","decisive","39.399","grateful","18.652","embarrassed","16.55","preoccupied","10.257","interested","13.583","cautious","10.441","interested","14.319","impatient","10.748","flirtatious","16.392","confident","21.306","distrustful","14.459","nervous",7,1,5,1,1,9,9,1,1,"","yes",40,"Male","Heterosexual or straight","","No","best survey ive ever taken hahaha",", RMTE19, RMTE18, RMTE3, RMTE34, RMTE30, RMTE22, RMTE9, RMTE6, RMTE29, RMTE31, RMTE21, RMTE17, RMTE28, RMTE35, RMTE15, RMTE27, RMTE25","RMTE19|RMTE18|RMTE3|RMTE34|RMTE30|RMTE22|RMTE9|RMTE6|RMTE29","FL_99|FL_106|FL_109|FL_102|FL_97|FL_110|FL_103|FL_104","vidInstructionSex|FloorSex","vidInstructionNeut|WallE","|happy_1st|sadness_1st|bored_1st|sex_arousal_1st","|sadness_2nd|bored_2nd|sex_arosal_2nd|happy_2nd",14.6166666666667,0.684662840068315,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0.588235294117647,3,8,7,15,12,2,1,11,6,17,16,13,9,5,10,4,14,"FloorSex","WallE",9,1,9,5,1,1,1,1,8,1.55916228274095,-0.568257964429545,1.77199264394227
"5cff9c20c7ed63000188e9c5","100","Sex_clip_1st",610,"Yes","20","3.47","desire","5.122","fantasizing","4.369","preoccupied","7.184","contemplative","5.421","playful","4.831","decisive","5.179","tentative","4.097","fantasizing","4.704","preoccupied","4.658","interested","4.263","cautious","3.474","affectionate","6.263","impatient","3.194","flirtatious","4.115","confident","5.145","aghast","5.281","nervous",6,9,9,1,1,1,7,1,2,"","Yes",39,"Male","Heterosexual or straight","","No","",", RMTE22, RMTE29, RMTE21, RMTE31, RMTE34, RMTE30, RMTE27, RMTE35, RMTE25, RMTE19, RMTE9, RMTE18, RMTE17, RMTE3, RMTE15, RMTE28, RMTE6","RMTE22|RMTE29|RMTE21|RMTE31|RMTE34|RMTE30|RMTE27|RMTE35|RMTE25","FL_107|FL_111|FL_108|FL_109|FL_95|FL_110|FL_102|FL_112","vidInstructionSex|SamTaylor","vidInstructionNeut|WallE","|happy_1st|bored_1st|sadness_1st|sex_arousal_1st","|happy_2nd|bored_2nd|sex_arosal_2nd|sadness_2nd",10.1666666666667,-0.206414830007655,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0.764705882352941,14,17,11,15,13,12,10,3,1,9,7,16,2,6,4,5,8,"SamTaylor","WallE",9,1,9,7,1,1,1,2,8,1.55916228274095,-0.568257964429545,1.77199264394227
"5d3ef27c5c79a10001f817a6","100","Neutral_clip_1st",672,"Yes","20","5.717","desire","6.972","impatient","6.868","preoccupied","6.897","contemplative","3.978","doubtful","3.938","decisive","4.9","tentative","5.291","fantasizing","3.307","imploring","6.217","interested","7.028","cautious","9.237","contented","5.315","irritated","2.909","flirtatious","5.246","confident","7.273","baffled","13.456","insisting",6,1,2,1,9,9,8,1,1,"","yes",34,"Male","Heterosexual or straight","","No","",", RMTE35, RMTE9, RMTE27, RMTE29, RMTE31, RMTE28, RMTE34, RMTE21, RMTE17, RMTE15, RMTE19, RMTE18, RMTE3, RMTE25, RMTE6, RMTE30, RMTE22","RMTE35|RMTE9|RMTE27|RMTE29|RMTE31|RMTE28|RMTE34|RMTE21|RMTE17","FL_110|FL_107|FL_108|FL_95|FL_104|FL_112|FL_100|FL_105","vidInstructionSex|SamTaylor","vidInstructionNeut|ModernFamily","|happy_1st|bored_1st|sadness_1st|sex_arousal_1st","|sex_arosal_2nd|sadness_2nd|happy_2nd|bored_2nd",11.2,0.000502082144817703,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.647058823529412,13,15,2,10,9,12,11,8,17,14,3,6,4,16,5,7,1,"SamTaylor","ModernFamily",9,1,8,2,1,1,1,9,8,1.55916228274095,-0.568257964429545,1.77199264394227
"5d421d6e6247ef001900bdf9","100","Neutral_clip_1st",723,"Yes","20","7.482","desire","5.264","alarmed","3.393","preoccupied","4.168","contemplative","10.499","aghast","5.669","decisive","20.956","sarcastic","6.841","embarrassed","8.118","imploring","12.908","interested","6.12","reassuring","8.472","interested","3.469","reflective","8.014","disappointed","5.702","confident","10.062","aghast","7.176","nervous",5,1,5,5,7,7,6,3,3,"","yes",41,"Male","Heterosexual or straight","","No","",", RMTE19, RMTE22, RMTE34, RMTE28, RMTE31, RMTE3, RMTE27, RMTE35, RMTE25, RMTE17, RMTE6, RMTE30, RMTE15, RMTE9, RMTE21, RMTE29, RMTE18","RMTE19|RMTE22|RMTE34|RMTE28|RMTE31|RMTE3|RMTE27|RMTE35|RMTE25","FL_109|FL_112|FL_100|FL_110|FL_111|FL_106|FL_101|FL_108","vidInstructionSex|FloorSex","vidInstructionNeut|MadMen","|happy_1st|sadness_1st|bored_1st|sex_arousal_1st","|bored_2nd|happy_2nd|sex_arosal_2nd|sadness_2nd",12.05,0.17070792923798,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0.529411764705882,6,11,14,13,10,17,1,15,2,9,7,4,16,12,5,3,8,"FloorSex","MadMen",7,1,6,5,3,5,3,7,6,0.616864828374147,-0.568257964429545,0.902797769290436
"5d6688aea9d26d0015737069","100","Neutral_clip_1st",666,"Yes","20","5.727","desire","9.901","fantasizing","4.738","hostile","10.294","contemplative","6.473","affectionate","6.588","bored","5.91","sarcastic","7.628","fantasizing","9.195","preoccupied","5.298","panicked","7.032","cautious","6.366","interested","11.244","irritated","5.566","flirtatious","7.38","joking","4.551","terrified","5.44","nervous",8,1,8,2,2,5,6,4,5,"","yes",49,"Male","Heterosexual or straight","","No","thanks for inviting e to the survey i hope my responses are useful to the study",", RMTE29, RMTE30, RMTE15, RMTE6, RMTE3, RMTE25, RMTE35, RMTE17, RMTE19, RMTE22, RMTE27, RMTE31, RMTE18, RMTE21, RMTE9, RMTE34, RMTE28","RMTE29|RMTE30|RMTE15|RMTE6|RMTE3|RMTE25|RMTE35|RMTE17|RMTE19","FL_105|FL_103|FL_99|FL_108|FL_106|FL_111|FL_98|FL_102","vidInstructionSex|FloorSex","vidInstructionNeut|WallE","|sadness_1st|happy_1st|bored_1st|sex_arousal_1st","|bored_2nd|sadness_2nd|happy_2nd|sex_arosal_2nd",11.1,-0.0195221351602603,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0.529411764705882,5,4,15,3,8,13,9,14,10,6,11,17,1,2,12,16,7,"FloorSex","WallE",5,1,6,8,4,2,5,2,4,-0.32543262599266,-0.568257964429545,0.0336028946386019
"5d6e3802ec4df400153b7ed4","100","Sex_clip_1st",519,"Yes","20","6.973","desire","4.595","fantasizing","9.249","annoyed","3.948","flustered","11.293","playful","4.984","decisive","5.4","grateful","4.897","fantasizing","11.489","insisting","6.894","despondent","3.112","joking","6.223","interested","3.91","reflective","4.856","hostile","4.561","confident","6.411","distrustful","8.101","puzzled",5,4,7,1,3,2,4,1,6,"","Yes",37,"Male","Heterosexual or straight","","No","",", RMTE3, RMTE9, RMTE31, RMTE28, RMTE25, RMTE21, RMTE18, RMTE35, RMTE19, RMTE34, RMTE29, RMTE30, RMTE15, RMTE22, RMTE17, RMTE6, RMTE27","RMTE3|RMTE9|RMTE31|RMTE28|RMTE25|RMTE21|RMTE18|RMTE35|RMTE19","FL_98|FL_101|FL_100|FL_110|FL_105|FL_109|FL_112|FL_103","vidInstructionSex|FloorSex","vidInstructionNeut|MadMen","|sadness_1st|bored_1st|happy_1st|sex_arousal_1st","|sadness_2nd|sex_arosal_2nd|happy_2nd|bored_2nd",8.65,-0.51011545913467,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0.470588235294118,1,16,2,13,15,7,9,6,14,5,17,4,11,12,3,10,8,"FloorSex","MadMen",4,2,7,4,1,1,3,6,2,-0.796581353176064,0.171621532881406,-0.835591980013232
"5d78d57c8f579d001518e74f","100","Neutral_clip_1st",511,"Yes","20","3.888","desire","3.191","fantasizing","5.837","hostile","4.637","encouraging","3.988","doubtful","3.89","aghast","3.605","tentative","3.332","fantasizing","3.788","preoccupied","4.715","interested","3.688","cautious","4.826","contented","4.049","reflective","3.317","flirtatious","4.118","confident","3.369","distrustful","3.087","contemplative",6,4,5,5,5,6,4,5,5,"","yes",43,"Male","Heterosexual or straight","","No","",", RMTE9, RMTE15, RMTE25, RMTE29, RMTE27, RMTE22, RMTE28, RMTE30, RMTE19, RMTE17, RMTE31, RMTE18, RMTE6, RMTE21, RMTE3, RMTE35, RMTE34","RMTE9|RMTE15|RMTE25|RMTE29|RMTE27|RMTE22|RMTE28|RMTE30|RMTE19","FL_109|FL_99|FL_108|FL_112|FL_106|FL_95|FL_97|FL_98","vidInstructionSex|BedroomOral","vidInstructionNeut|ModernFamily","|happy_1st|sex_arousal_1st|sadness_1st|bored_1st","|sex_arosal_2nd|happy_2nd|bored_2nd|sadness_2nd",8.51666666666667,-0.536814415541441,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0.705882352941177,15,13,1,2,10,12,9,14,6,3,5,7,4,8,11,17,16,"BedroomOral","ModernFamily",6,4,4,5,5,5,5,5,2,0.145716101190743,1.65138052750331,-0.835591980013232
"5d9c7de1524d130014b78acd","100","Sex_clip_1st",1046,"Yes","20","10.023","desire","6.91","fantasizing","7.934","preoccupied","4.593","contemplative","8.59","playful","4.387","decisive","10.543","grateful","5.256","fantasizing","5.142","preoccupied","10.409","interested","11.932","arrogant","9.061","interested","6.289","reflective","6.752","flirtatious","7.698","joking","11.615","baffled","17.427","nervous",6,6,6,1,1,2,2,1,1,"","yes",47,"Male","Heterosexual or straight","","No","",", RMTE25, RMTE30, RMTE22, RMTE17, RMTE31, RMTE21, RMTE15, RMTE19, RMTE28, RMTE18, RMTE34, RMTE27, RMTE29, RMTE35, RMTE9, RMTE3, RMTE6","RMTE25|RMTE30|RMTE22|RMTE17|RMTE31|RMTE21|RMTE15|RMTE19|RMTE28","FL_108|FL_98|FL_103|FL_101|FL_97|FL_111|FL_95|FL_112","vidInstructionSex|FloorSex","vidInstructionNeut|ModernFamily","|sadness_1st|happy_1st|sex_arousal_1st|bored_1st","|sadness_2nd|sex_arosal_2nd|happy_2nd|bored_2nd",17.4333333333333,1.24867829416134,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0.705882352941177,16,17,15,7,4,10,8,6,3,1,12,9,13,2,5,11,14,"FloorSex","ModernFamily",6,2,6,2,1,1,1,1,4,0.145716101190743,0.171621532881406,0.0336028946386019
"5da486f989f3800015f5a4d3","100","Sex_clip_1st",724,"Yes","20","7.662","desire","5.121","impatient","16.244","annoyed","2.389","amused","2.682","doubtful","5.172","decisive","76.41","grateful","2.628","fantasizing","61.769","preoccupied","3.877","interested","4.722","cautious","6.234","affectionate","4.335","reflective","3.208","flirtatious","5.999","confident","7.485","distrustful","6.335","insisting",4,7,5,1,3,1,3,1,6,"","yes",49,"Male","Heterosexual or straight","","No","",", RMTE34, RMTE35, RMTE31, RMTE27, RMTE18, RMTE25, RMTE28, RMTE30, RMTE29, RMTE22, RMTE21, RMTE15, RMTE6, RMTE19, RMTE3, RMTE9, RMTE17","RMTE34|RMTE35|RMTE31|RMTE27|RMTE18|RMTE25|RMTE28|RMTE30|RMTE29","FL_105|FL_106|FL_110|FL_112|FL_107|FL_95|FL_111|FL_109","vidInstructionSex|FloorSex","vidInstructionNeut|MadMen","|sadness_1st|bored_1st|happy_1st|sex_arousal_1st","|sex_arosal_2nd|bored_2nd|sadness_2nd|happy_2nd",12.0666666666667,0.174045298788827,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0.647058823529412,15,13,16,12,17,5,14,11,10,6,4,7,9,8,3,1,2,"FloorSex","MadMen",7,1,5,3,1,1,3,6,6,0.616864828374147,-0.568257964429545,0.902797769290436
"5da7321d7776b10016e1b552","100","Neutral_clip_1st",512,"Yes","20","5.401","convinced","5.237","impatient","4.111","annoyed","2.572","amused","3.729","doubtful","4.347","amused","5.384","arrogant","4.315","fantasizing","1.684","preoccupied","3.554","panicked","6.718","cautious","6.095","interested","2.69","impatient","3.557","flirtatious","5.58","dispirited","7.039","baffled","4.257","nervous",6,1,2,4,1,1,2,3,1,"","yes",21,"Male","Heterosexual or straight","","No","",", RMTE6, RMTE3, RMTE27, RMTE19, RMTE34, RMTE28, RMTE21, RMTE30, RMTE35, RMTE18, RMTE17, RMTE25, RMTE31, RMTE29, RMTE22, RMTE15, RMTE9","RMTE6|RMTE3|RMTE27|RMTE19|RMTE34|RMTE28|RMTE21|RMTE30|RMTE35","FL_108|FL_109|FL_104|FL_99|FL_101|FL_105|FL_110|FL_111","vidInstructionSex|BedroomOral","vidInstructionNeut|MadMen","|sadness_1st|sex_arousal_1st|happy_1st|bored_1st","|sadness_2nd|happy_2nd|sex_arosal_2nd|bored_2nd",8.53333333333333,-0.533477045990595,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.411764705882353,2,1,17,16,11,10,4,7,15,12,3,6,14,8,13,5,9,"BedroomOral","MadMen",1,1,2,2,3,4,1,1,0,-2.21002753472628,-0.568257964429545,-1.70478685466507
"5daa50967776b10016e1bc9b","100","Sex_clip_1st",604,"Yes","20","5.846","joking","4.172","fantasizing","4.968","annoyed","5.023","contemplative","7.876","doubtful","4.522","decisive","6.779","arrogant","4.315","fantasizing","4.562","preoccupied","5.489","interested","6.61","cautious","5.119","interested","5.122","reflective","3.635","flirtatious","3.735","confident","4.798","distrustful","9.67","contemplative",6,6,3,5,2,1,3,2,8,"","yes",34,"Male","Heterosexual or straight","","No","",", RMTE25, RMTE35, RMTE21, RMTE18, RMTE29, RMTE19, RMTE17, RMTE15, RMTE27, RMTE22, RMTE3, RMTE28, RMTE34, RMTE9, RMTE30, RMTE6, RMTE31","RMTE25|RMTE35|RMTE21|RMTE18|RMTE29|RMTE19|RMTE17|RMTE15|RMTE27","FL_105|FL_95|FL_102|FL_98|FL_111|FL_100|FL_112|FL_99","vidInstructionSex|SamTaylor","vidInstructionNeut|WallE","|sex_arousal_1st|bored_1st|sadness_1st|happy_1st","|happy_2nd|bored_2nd|sadness_2nd|sex_arosal_2nd",10.0666666666667,-0.226439047312733,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.764705882352941,11,16,14,8,7,4,6,3,10,1,9,12,5,15,17,13,2,"SamTaylor","WallE",6,1,3,3,5,2,2,8,5,0.145716101190743,-0.568257964429545,0.468200331964519
"5dab79a5525a7600139cd31e","100","Neutral_clip_1st",511,"Yes","20","4.576","desire","4.213","fantasizing","3.608","preoccupied","7.823","contemplative","6.559","doubtful","4.235","decisive","6.571","tentative","3.395","fantasizing","5.358","preoccupied","4.095","panicked","6.072","cautious","5.632","interested","5.237","reflective","3.401","flirtatious","3.778","confident","4.809","distrustful","5.375","nervous",7,2,6,1,4,6,1,7,7,"","yes",24,"Male","Heterosexual or straight","","No","",", RMTE19, RMTE35, RMTE22, RMTE21, RMTE27, RMTE31, RMTE25, RMTE17, RMTE28, RMTE29, RMTE6, RMTE30, RMTE15, RMTE34, RMTE18, RMTE9, RMTE3","RMTE19|RMTE35|RMTE22|RMTE21|RMTE27|RMTE31|RMTE25|RMTE17|RMTE28","FL_101|FL_112|FL_100|FL_110|FL_98|FL_108|FL_111|FL_95","vidInstructionSex|FloorSex","vidInstructionNeut|ModernFamily","|bored_1st|happy_1st|sadness_1st|sex_arousal_1st","|bored_2nd|happy_2nd|sadness_2nd|sex_arosal_2nd",8.51666666666667,-0.536814415541441,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.941176470588235,17,11,16,13,8,15,1,4,3,7,5,9,10,12,6,14,2,"FloorSex","ModernFamily",6,2,1,6,7,1,7,4,4,0.145716101190743,0.171621532881406,0.0336028946386019
"5dc3224ff3795b23e5ec7c65","100","Neutral_clip_1st",468,"Yes","20","11.346","desire","4.089","fantasizing","5.865","annoyed","17.461","contemplative","4.777","playful","5.826","aghast","6.682","sarcastic","6.281","fantasizing","6.298","preoccupied","4.319","despondent","4.559","cautious","5.074","contented","6.492","impatient","3.141","flirtatious","7.483","dispirited","5.491","distrustful","3.207","nervous",4,4,3,2,6,8,5,1,2,"","yes",29,"Male","Heterosexual or straight","","No","",", RMTE3, RMTE28, RMTE34, RMTE29, RMTE22, RMTE15, RMTE25, RMTE35, RMTE30, RMTE9, RMTE27, RMTE6, RMTE17, RMTE18, RMTE31, RMTE19, RMTE21","RMTE3|RMTE28|RMTE34|RMTE29|RMTE22|RMTE15|RMTE25|RMTE35|RMTE30","FL_111|FL_103|FL_112|FL_109|FL_108|FL_99|FL_107|FL_106","vidInstructionSex|BedroomOral","vidInstructionNeut|MadMen","|bored_1st|happy_1st|sex_arousal_1st|sadness_1st","|happy_2nd|sex_arosal_2nd|bored_2nd|sadness_2nd",7.8,-0.680321306227833,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0.529411764705882,1,12,10,6,13,14,16,17,5,7,11,2,4,9,15,3,8,"BedroomOral","MadMen",8,4,5,3,1,2,2,6,4,1.08801355555755,1.65138052750331,0.0336028946386019
